ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-08-04,37.067144250710456,12.41786540255361,38.60143029886245,37.067144250710456,37.067144250710456,-10.968499886302387,-10.968499886302387,-10.968499886302387,-10.968499886302387,-10.968499886302387,-10.968499886302387,0.0,0.0,0.0,26.098644364408067
2018-08-05,36.997465906613826,-0.2832465005430962,27.444859294258226,36.997465906613826,36.997465906613826,-23.341087339865005,-23.341087339865005,-23.341087339865005,-23.341087339865005,-23.341087339865005,-23.341087339865005,0.0,0.0,0.0,13.65637856674882
2018-08-06,36.927787562517196,38.318512532736065,66.5498644893037,36.927787562517196,36.927787562517196,15.266866267650622,15.266866267650622,15.266866267650622,15.266866267650622,15.266866267650622,15.266866267650622,0.0,0.0,0.0,52.194653830167816
2018-08-07,36.858109218420566,31.976853551834946,58.35694740036879,36.858109218420566,36.858109218420566,8.631804642516336,8.631804642516336,8.631804642516336,8.631804642516336,8.631804642516336,8.631804642516336,0.0,0.0,0.0,45.4899138609369
2018-08-08,36.788430874323936,29.634731305675686,57.54688376611476,36.788430874323936,36.788430874323936,7.077521191897501,7.077521191897501,7.077521191897501,7.077521191897501,7.077521191897501,7.077521191897501,0.0,0.0,0.0,43.86595206622144
2018-08-09,36.718752531107484,25.803970858724163,52.4577377294997,36.718752531107484,36.718752531107484,2.1681931600144733,2.1681931600144733,2.1681931600144733,2.1681931600144733,2.1681931600144733,2.1681931600144733,0.0,0.0,0.0,38.88694569112196
2018-08-10,36.64907418789103,24.540948449731093,51.044617218714265,36.64907418789103,36.64907418789103,1.1652019641909077,1.1652019641909077,1.1652019641909077,1.1652019641909077,1.1652019641909077,1.1652019641909077,0.0,0.0,0.0,37.81427615208194
2018-08-11,36.57939584467457,11.735595612692464,38.156170387947085,36.57939584467457,36.57939584467457,-10.968499886311198,-10.968499886311198,-10.968499886311198,-10.968499886311198,-10.968499886311198,-10.968499886311198,0.0,0.0,0.0,25.610895958363372
2018-08-12,36.50971750145812,-0.7883624457523117,25.885540994861444,36.50971750145812,36.50971750145812,-23.341087339913514,-23.341087339913514,-23.341087339913514,-23.341087339913514,-23.341087339913514,-23.341087339913514,0.0,0.0,0.0,13.168630161544606
2018-08-13,36.44003915824167,38.39652021048443,66.2457201609713,36.44003915824167,36.44003915824167,15.266866267666908,15.266866267666908,15.266866267666908,15.266866267666908,15.266866267666908,15.266866267666908,0.0,0.0,0.0,51.70690542590857
2018-08-14,36.37036081502522,30.54989942002106,59.03467004985512,36.37036081502522,36.37036081502522,8.631804642515565,8.631804642515565,8.631804642515565,8.631804642515565,8.631804642515565,8.631804642515565,0.0,0.0,0.0,45.002165457540784
2018-08-15,36.300682474097236,29.635504620518205,57.7240759855014,36.300682474097236,36.300682474097236,7.077521191881648,7.077521191881648,7.077521191881648,7.077521191881648,7.077521191881648,7.077521191881648,0.0,0.0,0.0,43.37820366597889
2018-08-16,36.23100413316925,25.51995322077326,52.534083761531065,36.23100413316925,36.23100413316925,2.1681931599793116,2.1681931599793116,2.1681931599793116,2.1681931599793116,2.1681931599793116,2.1681931599793116,0.0,0.0,0.0,38.39919729314856
2018-08-17,36.16132579224126,24.479845300557674,51.39604202746011,36.16132579224126,36.16132579224126,1.1652019641947242,1.1652019641947242,1.1652019641947242,1.1652019641947242,1.1652019641947242,1.1652019641947242,0.0,0.0,0.0,37.32652775643598
2018-08-18,36.09164745131328,11.79443968978676,39.92704288355697,36.09164745131328,36.09164745131328,-10.968499886314737,-10.968499886314737,-10.968499886314737,-10.968499886314737,-10.968499886314737,-10.968499886314737,0.0,0.0,0.0,25.12314756499854
2018-08-19,36.021969110385285,-0.45672080119865666,27.197478079769603,36.021969110385285,36.021969110385285,-23.3410873398843,-23.3410873398843,-23.3410873398843,-23.3410873398843,-23.3410873398843,-23.3410873398843,0.0,0.0,0.0,12.680881770500985
2018-08-20,35.9522907694573,37.064636424626656,65.24033164376546,35.9522907694573,35.9522907694573,15.26686626768319,15.26686626768319,15.26686626768319,15.26686626768319,15.26686626768319,15.26686626768319,0.0,0.0,0.0,51.21915703714049
2018-08-21,35.88261242142067,29.872044708751318,57.80176967734076,35.88261242142067,35.88261242142067,8.631804642514792,8.631804642514792,8.631804642514792,8.631804642514792,8.631804642514792,8.631804642514792,0.0,0.0,0.0,44.51441706393546
2018-08-22,35.81293407338403,29.41195172136996,57.44144868416504,35.81293407338403,35.81293407338403,7.077521191925183,7.077521191925183,7.077521191925183,7.077521191925183,7.077521191925183,7.077521191925183,0.0,0.0,0.0,42.890455265309214
2018-08-23,35.743255725347396,23.809938888097147,52.89038483838705,35.743255725347396,35.743255725347396,2.168193160034414,2.168193160034414,2.168193160034414,2.168193160034414,2.168193160034414,2.168193160034414,0.0,0.0,0.0,37.91144888538181
